loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00004282	C282170	Residential Mortgage	Other Texas Region	2019-10-01	2037-10-01	236853.41	39197.74	11.8645	308313.48	Residential_Mortgage	0	Current	143719	667	0.39	0.1271
L00004283	C293226	Residential Mortgage	Other Texas Region	2018-02-05	2035-02-05	159569.86	124381.01	12.6828	218766.49	Residential_Mortgage	0	Current	53648	722	0.33	0.5686
L00004284	C244063	Residential Mortgage	Other Texas Region	2018-05-22	2033-05-22	145291.13	65339.56	9.2728	146249.53	Residential_Mortgage	0	Current	105136	711	0.3	0.4468
L00004285	C692632	Consumer Auto	Killeen, TX Metro	2019-03-15	2040-03-15	174079.59	73844.1	7.4491	227541.17	Consumer_Auto	0	Current	129670	712	0.45	0.3245
L00004286	C991378	Residential Mortgage	Other Texas Region	2021-05-06	2043-05-06	172951.91	158038.3	5.4453	185545.66	Residential_Mortgage	0	Current	75074	626	0.51	0.8517
L00004287	C660881	Commercial Real Estate (CRE)	Other Texas Region	2019-12-28	2039-12-28	125038.7	90488.53	6.0911	132845.78	Industrial	0	Current	-1	-1	-1	0.6812
L00004288	C660592	Commercial Real Estate (CRE)	Other Texas Region	2018-03-20	2042-03-20	2312395.07	1429143.07	8.8943	2541673.37	Retail	0	Current	-1	-1	-1	0.5623
L00004289	C523602	Personal Unsecured	Killeen, TX Metro	2023-02-09	2033-02-09	201041.89	139544.05	13.2677	-1	Personal_Unsecured	0	Current	132063	791	0.31	0.6312
L00004290	C810580	Commercial Real Estate (CRE)	Other Texas Region	2022-03-14	2033-03-14	1087041.58	248673.4	6.6522	1530263.95	Office	60	Past Due (60)	-1	-1	-1	0.1625
L00004291	C213613	Personal Unsecured	Killeen, TX Metro	2019-07-25	2025-07-25	1000	385.5	6.2863	-1	Personal_Unsecured	0	Current	71993	683	0.31	0.3006
L00004292	C824698	Commercial Real Estate (CRE)	Other Texas Region	2019-07-03	2033-07-03	1217539.63	1064926.93	8.5296	1419564.55	Office	0	Current	-1	-1	-1	0.7502
L00004293	C587505	Residential Mortgage	Other Texas Region	2023-05-14	2036-05-14	121868.42	98964.56	6.7899	171480.19	Residential_Mortgage	0	Current	57772	801	0.53	0.5771
L00004294	C514299	Residential Mortgage	Other Texas Region	2018-08-16	2026-08-16	194629.32	55339.98	10.0775	244442.62	Residential_Mortgage	0	Current	39771	707	0.34	0.2264
L00004295	C642642	Consumer Auto	Killeen, TX Metro	2018-09-04	2025-09-04	266206.44	83595.27	7.7894	337276.37	Consumer_Auto	0	Current	136771	679	0.21	0.2479
L00004296	C384334	Residential Mortgage	Killeen, TX Metro	2020-04-02	2042-04-02	200898.3	52430.93	7.8977	201585.66	Residential_Mortgage	30	Past Due (30)	45136	699	0.18	0.2601
L00004297	C630430	Commercial Real Estate (CRE)	Other Texas Region	2022-02-08	2038-02-08	2633574.11	361594.01	8.5225	3118451.91	Industrial	0	Current	-1	-1	-1	0.116
L00004298	C521614	Commercial Real Estate (CRE)	Other Texas Region	2020-06-26	2031-06-26	2320465.09	1492387.4	5.8656	3033925.85	Industrial	0	Current	-1	-1	-1	0.4919
L00004299	C283043	Residential Mortgage	Killeen, TX Metro	2018-04-02	2024-04-02	200260.97	194147.91	5.9716	204480.72	Residential_Mortgage	0	Current	88507	780	0.25	0.9495
L00004300	C928294	Consumer Auto	Killeen, TX Metro	2022-10-26	2046-10-26	237736.8	105258.34	12.889	261433.16	Consumer_Auto	0	Current	77350	727	0.22	0.4026
L00004301	C808770	Consumer Auto	Other Texas Region	2023-08-18	2030-08-18	89439.9	73703.98	5.264	93550.97	Consumer_Auto	0	Current	65342	687	0.26	0.7878
L00004302	C250575	Consumer Auto	Other Texas Region	2019-05-15	2029-05-15	196804.82	140043.82	13.9712	229554.47	Consumer_Auto	0	Current	29666	751	0.43	0.6101
L00004303	C225438	Commercial Real Estate (CRE)	Other Texas Region	2023-08-08	2043-08-08	1196196	879498.29	7.6124	1353688.37	Multi-Family	0	Current	-1	-1	-1	0.6497
L00004304	C672744	Residential Mortgage	Other Texas Region	2021-01-04	2037-01-04	200031.77	45580.19	7.1982	276712.74	Residential_Mortgage	0	Current	80957	792	0.2	0.1647
L00004305	C724455	Personal Unsecured	Killeen, TX Metro	2018-02-01	2034-02-01	126617.41	65699.18	9.3252	-1	Personal_Unsecured	0	Current	144238	762	0.35	0.4688
L00004306	C968467	Consumer Auto	Other Texas Region	2018-02-11	2035-02-11	171411.66	78079.19	7.8515	205441.56	Consumer_Auto	0	Current	108129	661	0.17	0.3801
L00004307	C894448	Commercial Real Estate (CRE)	Other Texas Region	2023-10-10	2029-10-10	1322093.54	1197253.78	7.1608	1618474.76	Industrial	0	Current	-1	-1	-1	0.7397
L00004308	C364528	Residential Mortgage	Other Texas Region	2018-11-16	2039-11-16	213212.25	133075.13	7.8067	240673.88	Residential_Mortgage	0	Current	157137	771	0.17	0.5529
L00004309	C293392	Consumer Auto	Other Texas Region	2021-06-12	2030-06-12	1000	705.85	11.6307	1175.39	Consumer_Auto	0	Current	115231	738	0.35	0.6005
L00004310	C508288	Residential Mortgage	Other Texas Region	2020-06-29	2041-06-29	104026.61	81800.74	5.4153	110441.48	Residential_Mortgage	0	Current	114616	654	0.21	0.7407
L00004311	C202239	Commercial Real Estate (CRE)	Other Texas Region	2019-03-07	2034-03-07	1687564.17	1669281.51	6.8899	2359277.37	Multi-Family	0	Current	-1	-1	-1	0.7075
L00004312	C735719	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-03	2040-07-03	1634153.57	869816.37	8.1334	1896778.2	Industrial	0	Current	-1	-1	-1	0.4586
L00004313	C966450	Personal Unsecured	Killeen, TX Metro	2020-07-11	2044-07-11	43796.99	5855.93	9.1742	-1	Personal_Unsecured	0	Current	96726	633	0.39	0.1271
L00004314	C664798	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-11-26	2034-11-26	814071.03	765677.69	5.7424	829117.75	Multi-Family	0	Current	-1	-1	-1	0.9235
L00004315	C804293	Residential Mortgage	Other Texas Region	2020-10-31	2026-10-31	323831.25	84516.3	11.1231	389567.73	Residential_Mortgage	0	Current	20000	720	0.54	0.2169
L00004316	C908258	Consumer Auto	Killeen, TX Metro	2018-04-24	2029-04-24	136963.35	24395.72	5.768	137411.3	Consumer_Auto	0	Current	167723	722	0.48	0.1775
L00004317	C430170	Residential Mortgage	Other Texas Region	2023-08-11	2034-08-11	53869.65	40697.87	5.2244	71401.6	Residential_Mortgage	0	Current	64341	754	0.39	0.57
L00004318	C221668	Personal Unsecured	Other Texas Region	2023-02-25	2046-02-25	315607.26	277337.51	6.4163	-1	Personal_Unsecured	0	Current	98687	758	0.3	0.715
L00004319	C866988	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-11-30	2032-11-30	100000	87381.95	6.3274	100331.09	Industrial	0	Current	-1	-1	-1	0.8709
L00004320	C518734	Consumer Auto	Other Texas Region	2018-12-05	2039-12-05	206986.67	112215.84	11.4495	270175.37	Consumer_Auto	0	Current	99666	669	0.49	0.4153
L00004321	C648333	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-02-11	2031-02-11	1623764.28	1433583.61	7.3731	2020369.75	Multi-Family	0	Current	-1	-1	-1	0.7096
L00004322	C281948	Commercial Real Estate (CRE)	Killeen, TX Metro	2021-04-04	2035-04-04	1489480.85	435689.5	6.3919	1577593.23	Retail	0	Current	-1	-1	-1	0.2762
L00004323	C585662	Commercial Real Estate (CRE)	Other Texas Region	2018-10-04	2030-10-04	1459738.54	440887.11	8.6498	1970569.53	Retail	0	Current	-1	-1	-1	0.2237
L00004324	C714390	Residential Mortgage	Killeen, TX Metro	2023-12-04	2043-12-04	103242.38	66533.91	7.0959	118185.77	Residential_Mortgage	0	Current	60056	741	0.43	0.563
L00004325	C414063	Residential Mortgage	Other Texas Region	2019-04-12	2031-04-12	58950.31	42057.88	13.4343	81545.41	Residential_Mortgage	30	Past Due (30)	68869	732	0.47	0.5158
L00004326	C723729	Residential Mortgage	Killeen, TX Metro	2022-07-19	2029-07-19	256610.51	147710.48	13.7983	257196.79	Residential_Mortgage	0	Current	90740	713	0.44	0.5743
L00004327	C258175	Commercial Real Estate (CRE)	Other Texas Region	2021-03-24	2044-03-24	572075.22	146161.73	6.3842	792343.22	Industrial	0	Current	-1	-1	-1	0.1845
L00004328	C349877	Residential Mortgage	Other Texas Region	2019-09-03	2026-09-03	135477.6	114510.48	13.4471	179955.04	Residential_Mortgage	0	Current	122436	801	0.49	0.6363
L00004329	C236917	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-10-25	2041-10-25	1202619.1	539979.13	8.3798	1381540.16	Multi-Family	0	Current	-1	-1	-1	0.3909
L00004330	C317770	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-25	2026-07-25	1363292.64	1044379.87	6.5506	1463844.14	Industrial	0	Current	-1	-1	-1	0.7135
L00004331	C742613	Residential Mortgage	Killeen, TX Metro	2023-04-21	2036-04-21	101281.44	57850.15	8.9457	136117.59	Residential_Mortgage	0	Current	97310	740	0.21	0.425
L00004332	C643625	Residential Mortgage	Other Texas Region	2021-10-31	2043-10-31	142051.26	119683.81	10.6847	159238.09	Residential_Mortgage	0	Current	123295	730	0.42	0.7516
L00004333	C777673	Residential Mortgage	Killeen, TX Metro	2021-09-22	2038-09-22	184637.05	141175.97	6.4527	225719.78	Residential_Mortgage	0	Current	80153	691	0.37	0.6254
L00004334	C440093	Residential Mortgage	Other Texas Region	2019-12-19	2028-12-19	153836.64	54478.53	13.0573	184525.81	Residential_Mortgage	0	Current	69592	730	0.22	0.2952
L00004335	C886708	Commercial Real Estate (CRE)	Other Texas Region	2018-02-02	2039-02-02	1846901.35	1078196.98	6.626	2327907.57	Office	0	Current	-1	-1	-1	0.4632
L00004336	C413295	Consumer Auto	Killeen, TX Metro	2019-01-14	2038-01-14	108010.66	58543.48	7.4979	114854.48	Consumer_Auto	0	Current	71939	697	0.54	0.5097
L00004337	C767304	Residential Mortgage	Other Texas Region	2020-02-18	2029-02-18	171380.89	17717.96	7.5915	235073.4	Residential_Mortgage	0	Current	90756	697	0.27	0.0754
L00004338	C939319	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-10-24	2035-10-24	1438902.9	472537.09	7.1568	1602287.01	Retail	0	Current	-1	-1	-1	0.2949
L00004339	C705730	Residential Mortgage	Killeen, TX Metro	2021-07-26	2026-07-26	91367.13	32445.4	9.5545	96722.49	Residential_Mortgage	0	Current	57634	711	0.25	0.3354
L00004340	C149847	Residential Mortgage	Killeen, TX Metro	2022-06-13	2031-06-13	270644.77	200971.13	9.2364	310934.09	Residential_Mortgage	0	Current	147940	747	0.3	0.6463
L00004341	C158653	Consumer Auto	Killeen, TX Metro	2022-02-02	2037-02-02	169003.77	89807.11	10.7331	219077.44	Consumer_Auto	0	Current	87286	664	0.36	0.4099
L00004342	C841432	Consumer Auto	Killeen, TX Metro	2022-09-10	2040-09-10	54633.64	21078.08	5.2789	62324.23	Consumer_Auto	0	Current	28242	696	0.29	0.3382
L00004343	C877949	Personal Unsecured	Other Texas Region	2018-07-24	2027-07-24	25584.64	20844.75	12.9301	-1	Personal_Unsecured	0	Current	20000	653	0.26	0.7219
L00004344	C418766	Personal Unsecured	Killeen, TX Metro	2018-08-03	2029-08-03	20763.48	7489.3	12.6602	-1	Personal_Unsecured	0	Current	77931	748	0.25	0.2879
L00004345	C389954	Residential Mortgage	Other Texas Region	2018-07-06	2030-07-06	210269.38	98940.42	4.5444	219357.58	Residential_Mortgage	0	Current	99472	777	0.45	0.451
L00004346	C177842	Residential Mortgage	Killeen, TX Metro	2019-09-21	2028-09-21	211212.47	208129.52	8.42	280836.75	Residential_Mortgage	0	Current	31284	713	0.2	0.7411
L00004347	C372647	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-07-14	2041-07-14	2453096.03	588475.95	8.3714	2611787.88	Office	0	Current	-1	-1	-1	0.2253
L00004348	C184761	Consumer Auto	Other Texas Region	2019-09-06	2024-09-06	326424.48	279435.73	6.9835	397178.23	Consumer_Auto	0	Current	110486	637	0.48	0.7036
L00004349	C530192	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-09-26	2042-09-26	1956274.47	1867095.38	7.5727	2175116.06	Retail	0	Current	-1	-1	-1	0.8584
L00004350	C898022	Residential Mortgage	Killeen, TX Metro	2019-09-20	2025-09-20	188802.67	177702.47	11.0116	253801.94	Residential_Mortgage	90	Past Due (90+)	102999	625	0.53	0.7002
L00004351	C616637	Commercial Real Estate (CRE)	Other Texas Region	2023-05-19	2044-05-19	2220613.2	1634487.27	7.8904	2449050.25	Multi-Family	0	Current	-1	-1	-1	0.6674
L00004352	C766246	Commercial Real Estate (CRE)	Other Texas Region	2019-09-16	2024-09-16	2100011.96	1869322.14	8.9095	2827653.02	Multi-Family	0	Current	-1	-1	-1	0.6611
L00004353	C428768	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-11-21	2044-11-21	2224196.28	321798.14	7.714	2463950.94	Multi-Family	60	Past Due (60)	-1	-1	-1	0.1306
L00004354	C788152	Commercial Real Estate (CRE)	Other Texas Region	2023-08-24	2038-08-24	1768644.27	299192.82	6.4606	1854425.02	Office	0	Current	-1	-1	-1	0.1613
L00004355	C502980	Commercial Real Estate (CRE)	Other Texas Region	2021-07-10	2033-07-10	1012783.59	155040.71	8.4948	1195604.73	Retail	0	Current	-1	-1	-1	0.1297
L00004356	C881198	Residential Mortgage	Other Texas Region	2020-01-03	2030-01-03	199855.2	131593.49	13.5277	250492.23	Residential_Mortgage	0	Current	20000	750	0.49	0.5253
L00004357	C220356	Residential Mortgage	Other Texas Region	2020-09-05	2041-09-05	83985.46	73151.58	11.6625	92863.48	Residential_Mortgage	0	Current	83165	746	0.49	0.7877
L00004358	C317228	Residential Mortgage	Killeen, TX Metro	2019-08-17	2030-08-17	365216.67	293154.77	13.4291	418790.19	Residential_Mortgage	0	Current	90563	729	0.33	0.7
L00004359	C142727	Residential Mortgage	Other Texas Region	2021-09-16	2028-09-16	74511.27	38942.11	5.5691	79720.05	Residential_Mortgage	0	Current	118471	679	0.48	0.4885
L00004360	C440615	Residential Mortgage	Killeen, TX Metro	2022-12-23	2035-12-23	286570.59	224677.29	4.6783	292555.6	Residential_Mortgage	0	Current	85764	703	0.18	0.768
L00004361	C632356	Consumer Auto	Killeen, TX Metro	2022-05-10	2045-05-10	91392.98	72016.65	5.8263	121493.42	Consumer_Auto	0	Current	85402	782	0.24	0.5928
L00004362	C741211	Residential Mortgage	Other Texas Region	2020-10-19	2032-10-19	209258.08	163234.69	13.0831	213426.43	Residential_Mortgage	0	Current	109594	727	0.19	0.7648
L00004363	C500511	Commercial Real Estate (CRE)	Other Texas Region	2020-11-13	2027-11-13	2494534.17	575299.43	6.851	3189570.38	Retail	0	Current	-1	-1	-1	0.1804
L00004364	C534376	Commercial Real Estate (CRE)	Other Texas Region	2022-02-06	2038-02-06	1597380.23	1192192.04	6.1696	1881311.24	Multi-Family	0	Current	-1	-1	-1	0.6337
L00004365	C111390	Residential Mortgage	Killeen, TX Metro	2019-05-23	2040-05-23	1000	593.94	11.82	1078.79	Residential_Mortgage	30	Past Due (30)	109343	645	0.26	0.5506
L00004366	C731040	Personal Unsecured	Other Texas Region	2020-03-05	2029-03-05	20031.46	16756.28	9.9542	-1	Personal_Unsecured	0	Current	74587	725	0.22	0.7522
L00004367	C456898	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-06-19	2038-06-19	1194260.32	925521.49	6.6944	1326016.1	Office	0	Current	-1	-1	-1	0.698
L00004368	C438113	Consumer Auto	Other Texas Region	2021-11-11	2033-11-11	112642.09	38218.73	14.1181	136323.16	Consumer_Auto	0	Current	133270	769	0.24	0.2804
L00004369	C770398	Commercial Real Estate (CRE)	Killeen, TX Metro	2023-07-03	2029-07-03	450842.46	149832.38	7.7487	463862.3	Industrial	0	Current	-1	-1	-1	0.323
L00004370	C849078	Residential Mortgage	Killeen, TX Metro	2020-11-30	2033-11-30	207936.09	33962.1	7.0596	266247.52	Residential_Mortgage	0	Current	141223	667	0.51	0.1276
L00004371	C439208	Consumer Auto	Other Texas Region	2020-01-04	2043-01-04	178076.35	114925.61	9.6194	246918.63	Consumer_Auto	0	Current	84215	662	0.39	0.4654
L00004372	C121281	Residential Mortgage	Other Texas Region	2022-02-10	2027-02-10	147339.75	66244.64	11.9549	173966.26	Residential_Mortgage	0	Current	53202	818	0.23	0.3808
L00004373	C154189	Residential Mortgage	Killeen, TX Metro	2022-09-13	2029-09-13	42470.59	14561.03	12.7004	58161.27	Residential_Mortgage	0	Current	42009	732	0.26	0.2504
L00004374	C362093	Personal Unsecured	Other Texas Region	2022-04-11	2043-04-11	166182.97	150492.25	11.8405	-1	Personal_Unsecured	0	Current	66258	713	0.45	0.7479
L00004375	C410655	Commercial Real Estate (CRE)	Other Texas Region	2022-03-10	2032-03-10	1622010.67	870298.36	7.401	2261306.1	Multi-Family	0	Current	-1	-1	-1	0.3849
L00004376	C746403	Residential Mortgage	Other Texas Region	2022-12-24	2041-12-24	119214.63	95317.31	10.3877	143182.93	Residential_Mortgage	0	Current	156715	731	0.24	0.6657
L00004377	C632893	Residential Mortgage	Other Texas Region	2020-10-10	2038-10-10	234438.68	153181.28	10.5305	302679.86	Residential_Mortgage	0	Current	55466	685	0.44	0.5061
L00004378	C462462	Personal Unsecured	Other Texas Region	2023-07-29	2033-07-29	162308.04	96626.25	5.6972	-1	Personal_Unsecured	0	Current	89657	744	0.16	0.5683
L00004379	C494597	Consumer Auto	Other Texas Region	2018-08-19	2037-08-19	226501.91	183408.76	13.2359	244517.43	Consumer_Auto	0	Current	69930	704	0.38	0.7501
L00004380	C906242	Commercial Real Estate (CRE)	Other Texas Region	2020-03-31	2044-03-31	1953222.58	623147.02	9.45	2162926.21	Multi-Family	0	Current	-1	-1	-1	0.2881
L00004381	C349415	Personal Unsecured	Other Texas Region	2023-04-29	2036-04-29	213942.01	51244.87	4.2286	-1	Personal_Unsecured	0	Current	90903	653	0.39	0.1983
L00004382	C779682	Commercial Real Estate (CRE)	Other Texas Region	2021-04-17	2037-04-17	2301477.12	2231045.43	7.4127	2967110.28	Industrial	0	Current	-1	-1	-1	0.7519
L00004383	C141869	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-03-08	2038-03-08	1102966.29	914341.47	8.9826	1235694.4	Industrial	0	Current	-1	-1	-1	0.7399
L00004384	C657243	Residential Mortgage	Other Texas Region	2018-02-17	2035-02-17	60089.69	54657.19	5.0012	77021.62	Residential_Mortgage	0	Current	113832	710	0.33	0.7096
L00004385	C685676	Consumer Auto	Other Texas Region	2021-09-08	2038-09-08	201097.53	99157.96	13.944	220764.2	Consumer_Auto	0	Current	20000	776	0.4	0.4492
L00004386	C865612	Consumer Auto	Killeen, TX Metro	2023-06-20	2046-06-20	219546.03	173536.3	7.0286	272110.28	Consumer_Auto	0	Current	154368	777	0.29	0.6377
L00004387	C110207	Residential Mortgage	Other Texas Region	2023-05-20	2040-05-20	271426.85	229119.37	12.1662	276507.05	Residential_Mortgage	0	Current	125742	764	0.28	0.8286
L00004388	C318401	Residential Mortgage	Killeen, TX Metro	2019-11-09	2036-11-09	223900.15	64310.45	10.691	270213.66	Residential_Mortgage	0	Current	68560	642	0.32	0.238
L00004389	C259292	Personal Unsecured	Other Texas Region	2018-07-12	2039-07-12	88309.13	80866.8	11.7947	-1	Personal_Unsecured	0	Current	20977	794	0.26	0.7101
L00004390	C577266	Consumer Auto	Other Texas Region	2020-06-27	2027-06-27	174630.64	96139.14	9.6278	248822.15	Consumer_Auto	0	Current	55196	850	0.42	0.3864
L00004391	C596762	Residential Mortgage	Other Texas Region	2018-11-02	2036-11-02	125201.62	86044.97	7.1521	158741.21	Residential_Mortgage	0	Current	155623	739	0.54	0.542
L00004392	C305157	Commercial Real Estate (CRE)	Other Texas Region	2018-06-05	2038-06-05	1409682.07	415758.43	9.4764	1937356.04	Multi-Family	0	Current	-1	-1	-1	0.2146
L00004393	C122031	Consumer Auto	Killeen, TX Metro	2022-12-05	2042-12-05	105615.99	66817.22	10.3062	113549.48	Consumer_Auto	0	Current	115813	680	0.37	0.5884
L00004394	C563937	Consumer Auto	Other Texas Region	2019-08-22	2037-08-22	157858.54	127406.27	9.8859	208919.73	Consumer_Auto	0	Current	102962	720	0.27	0.6098
L00004395	C967239	Personal Unsecured	Other Texas Region	2018-09-24	2025-09-24	300480.24	143341.42	14.4425	-1	Personal_Unsecured	0	Current	72955	722	0.42	0.3532
L00004396	C695600	Commercial Real Estate (CRE)	Other Texas Region	2019-01-30	2039-01-30	327808.66	82889.68	7.8772	336175.41	Industrial	60	Past Due (60)	-1	-1	-1	0.2466
L00004397	C684054	Consumer Auto	Other Texas Region	2018-12-31	2031-12-31	1000	542.56	12.3379	1165.51	Consumer_Auto	0	Current	109561	777	0.28	0.4655
L00004398	C243521	Personal Unsecured	Killeen, TX Metro	2019-04-14	2026-04-14	229091.22	127312.11	11.5575	-1	Personal_Unsecured	0	Current	140784	727	0.33	0.4079
L00004399	C451977	Residential Mortgage	Other Texas Region	2021-08-03	2032-08-03	45164.46	44390.95	4.9232	45691.4	Residential_Mortgage	0	Current	154675	752	0.32	0.9715
L00004400	C287771	Consumer Auto	Killeen, TX Metro	2021-09-19	2027-09-19	73918.24	48440.87	6.7556	77385.26	Consumer_Auto	0	Current	119374	719	0.23	0.626
L00004401	C337199	Personal Unsecured	Other Texas Region	2021-03-25	2031-03-25	96904.59	23958.84	9.6321	-1	Personal_Unsecured	0	Current	37028	683	0.25	0.2033
L00004402	C861019	Residential Mortgage	Other Texas Region	2023-04-22	2045-04-22	103879.08	38618.37	4.2089	144123.96	Residential_Mortgage	0	Current	63554	708	0.51	0.268
L00004403	C860129	Residential Mortgage	Killeen, TX Metro	2018-05-30	2032-05-30	86859.93	16066.17	7.0597	106438.13	Residential_Mortgage	0	Current	20000	780	0.37	0.1509
L00004404	C735329	Commercial Real Estate (CRE)	Other Texas Region	2020-01-30	2038-01-30	2216544.03	1409456.45	5.9223	3065387.35	Office	0	Current	-1	-1	-1	0.4598
L00004405	C740473	Residential Mortgage	Other Texas Region	2018-05-12	2040-05-12	86484.82	85397.84	13.9069	101797.72	Residential_Mortgage	0	Current	118467	744	0.2	0.8389
